City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs),Date
170,Port Macquarie,-31.43,152.91,72,82,90,5.82,AU,overcast clouds,0,0,1/5/2020 20:03
171,Namwala,-15.75,26.45,70.3,89,100,1.68,ZM,overcast clouds,0,0,1/5/2020 20:03
172,Longyearbyen,78.22,15.63,-2.2,84,20,5.82,NO,few clouds,0,0,1/5/2020 20:03
173,Manggar,-2.88,108.27,81.82,80,100,17.58,ID,overcast clouds,0,0,1/5/2020 20:03
174,Nagato,34.35,131.14,42.8,87,20,4.7,JP,few clouds,0,0,1/5/2020 20:03
175,Luang Prabang,19.89,102.14,59.07,97,0,0.69,LA,clear sky,0,0,1/5/2020 20:03
176,Hobyo,5.35,48.53,78.58,79,34,12.19,SO,scattered clouds,0,0,1/5/2020 19:59
177,Kostomuksha,64.59,30.6,18.46,90,98,9.66,RU,overcast clouds,0,0,1/5/2020 20:03
178,Pithiviers,48.17,2.25,45,80,20,3.36,FR,few clouds,0,0,1/5/2020 20:03
179,Batagay-Alyta,67.8,130.41,-22.11,79,17,4.05,RU,few clouds,0,0,1/5/2020 20:03
180,Chicama,-7.84,-79.15,73.4,78,20,10.29,PE,few clouds,0,0,1/5/2020 20:03
181,Aiyira,38.15,22.35,48,62,100,15.01,GR,snow,0,2.5,1/5/2020 20:03
182,Charters Towers,-20.07,146.27,74.03,84,2,8.39,AU,clear sky,0,0,1/5/2020 20:03
183,Ojinaga,29.56,-104.41,66.99,26,1,6.93,US,clear sky,0,0,1/5/2020 20:03
184,Mitu,36.2,46.09,23.56,98,100,3.47,IR,light snow,0,0.31,1/5/2020 20:03
185,Elko,40.83,-115.76,41,80,90,3.36,US,light rain,0,0,1/5/2020 19:59
186,Carnarvon,-30.97,22.13,66.76,29,24,10.56,ZA,few clouds,0,0,1/5/2020 20:03
187,Yaan,7.38,8.57,79.2,21,100,5.23,NG,overcast clouds,0,0,1/5/2020 20:03
188,La Gomera,14.09,-91.05,87.8,66,5,13.87,GT,smoke,0,0,1/5/2020 20:03
189,Solvychegodsk,61.33,46.92,18.95,94,99,7.16,RU,light snow,0,0.38,1/5/2020 20:03
190,Jatibarang,-6.47,108.3,79.02,85,95,7.78,ID,light rain,2.13,0,1/5/2020 20:03
191,At-Bashi,41.17,75.81,-2.87,75,100,10.56,KG,overcast clouds,0,0,1/5/2020 20:03
192,Noumea,-22.28,166.46,78.01,73,0,1.12,NC,light rain,0.13,0,1/5/2020 19:58
193,Lebu,8.96,38.73,55.35,71,0,2.39,ET,clear sky,0,0,1/5/2020 20:03
194,Quatre Cocos,-20.21,57.76,73.4,100,75,5.82,MU,moderate rain,0,0,1/5/2020 19:59
195,Ahipara,-35.17,173.16,66,100,100,22.53,NZ,light rain,0.63,0,1/5/2020 20:03
196,Saint-Augustin,45.63,-73.98,23,62,90,11.41,CA,light snow,0,0,1/5/2020 20:03
197,Kodinsk,58.6,99.18,18.95,95,97,5.99,RU,light snow,0,0.19,1/5/2020 20:03
198,Lavrentiya,65.58,-170.99,-12.98,87,19,8.32,RU,few clouds,0,0,1/5/2020 20:03
199,Bredasdorp,-34.53,20.04,68,64,100,6.93,ZA,overcast clouds,0,0,1/5/2020 19:58
200,Iguape,-24.7,-47.56,78.6,74,55,4.97,BR,broken clouds,0,0,1/5/2020 20:03
201,Medea,36.27,2.77,46.4,93,20,2.24,DZ,few clouds,0,0,1/5/2020 20:03
202,Hasaki,35.73,140.83,28.4,86,20,2.24,JP,few clouds,0,0,1/5/2020 20:01
203,Yar-Sale,66.83,70.83,15.31,84,0,17.47,RU,clear sky,0,0,1/5/2020 20:03
204,Turiacu,-5.01,-63,89.42,54,70,3.78,BR,broken clouds,0,0,1/5/2020 20:03
205,Bielsk Podlaski,52.77,23.19,30,90,0,6.62,PL,clear sky,0,0,1/5/2020 20:03
206,Canico,32.63,-16.85,62.6,72,40,6.93,PT,scattered clouds,0,0,1/5/2020 20:03
207,Steinbach,49.53,-96.69,28.99,68,75,18.34,CA,broken clouds,0,0,1/5/2020 19:59
208,Victoria,5.28,115.24,80.6,78,75,3.36,BN,broken clouds,0,0,1/5/2020 20:00
209,Lincoln,53.23,-0.54,48.2,93,75,12.75,GB,broken clouds,0,0,1/5/2020 20:00
210,Skelleftea,64.75,20.95,30.2,92,100,9.17,SE,light snow,0,0,1/5/2020 20:03
211,Aklavik,68.22,-135.01,-16.6,62,90,10.29,CA,overcast clouds,0,0,1/5/2020 20:03
212,Ponta Delgada,37.73,-25.67,64.4,93,40,14.99,PT,scattered clouds,0,0,1/5/2020 19:58
213,North Battleford,52.78,-108.3,23,62,1,3.27,CA,clear sky,0,0,1/5/2020 20:03
214,Samarai,-10.62,150.67,79.39,85,100,2.68,PG,overcast clouds,0,0,1/5/2020 20:03
215,Tamandare,-8.28,-70.75,92.5,43,81,5.7,BR,broken clouds,0,0,1/5/2020 20:03
216,Calama,-22.46,-68.93,71.6,37,40,29.97,CL,scattered clouds,0,0,1/5/2020 20:03
217,San Pedro,-33.68,-59.66,88,46,67,4,AR,broken clouds,0,0,1/5/2020 20:02
218,Keuruu,62.26,24.71,27,58,75,10.29,FI,broken clouds,0,0,1/5/2020 20:03
219,Husavik,50.56,-96.99,28.99,67,37,10,CA,scattered clouds,0,0,1/5/2020 20:03
220,Port Augusta,-32.49,137.76,54,97,80,1.99,AU,light rain,0.19,0,1/5/2020 19:59
221,Puerto Ayora,-0.74,-90.35,84.2,66,40,5.82,EC,scattered clouds,0,0,1/5/2020 20:03
222,Lucea,18.44,-78.17,84.99,70,20,13.87,JM,few clouds,0,0,1/5/2020 20:03
223,Kodiak,39.95,-94.76,51.01,39,1,17.22,US,clear sky,0,0,1/5/2020 20:03
224,Bella Union,8.5,-73.35,77.88,63,33,3,CO,light rain,0.38,0,1/5/2020 20:03
225,Mattru,7.62,-11.83,72.95,75,42,3.6,SL,scattered clouds,0,0,1/5/2020 20:03
226,Nagapattinam,10.76,79.84,80.28,79,64,13.2,IN,broken clouds,0,0,1/5/2020 20:03
227,Acari,-6.44,-36.64,89.92,34,100,9.8,BR,overcast clouds,0,0,1/5/2020 20:03
228,Venustiano Carranza,19.42,-99.11,73.4,13,5,4.7,MX,clear sky,0,0,1/5/2020 20:03
229,Fortuna,40.6,-124.16,55,93,40,5.82,US,scattered clouds,0,0,1/5/2020 20:03
230,Chuy,-33.69,-53.46,75.31,63,0,13.76,UY,clear sky,0,0,1/5/2020 20:03
231,Pacifica,37.61,-122.49,57.99,62,1,14.99,US,clear sky,0,0,1/5/2020 20:03
232,Tiksi,71.64,128.87,-14.8,86,0,11.92,RU,clear sky,0,0,1/5/2020 20:03
233,Cabo San Lucas,22.89,-109.91,81,53,40,2.24,MX,scattered clouds,0,0,1/5/2020 19:58
234,Orzhytsya,49.79,32.7,31.82,96,99,8.41,UA,light snow,0,0.56,1/5/2020 20:03
235,Ostrovnoy,68.05,39.51,14.47,92,68,20.92,RU,broken clouds,0,0,1/5/2020 20:03
236,Taksimo,56.36,114.84,-8.28,93,18,1.86,RU,few clouds,0,0,1/5/2020 20:03
237,Ugoofaaru,5.67,73,81.9,80,3,12.57,MV,clear sky,0,0,1/5/2020 20:03
238,Haines Junction,60.75,-137.51,-11.18,90,1,3.36,CA,clear sky,0,0,1/5/2020 19:59
239,Finote Selam,10.7,37.27,56.46,85,5,1.07,ET,light rain,0.25,0,1/5/2020 20:00
240,Sola,-3.17,33.8,66.42,84,89,4.52,TZ,overcast clouds,0,0,1/5/2020 20:03
241,Shushtar,32.05,48.86,53.4,57,0,3.4,IR,clear sky,0,0,1/5/2020 20:03
242,Bacolod,10.68,122.95,73.81,83,12,6.69,PH,few clouds,0,0,1/5/2020 20:03
243,Rock Sound,24.9,-76.2,68.9,73,23,20.87,BS,few clouds,0,0,1/5/2020 20:03
244,Coquimbo,-29.95,-71.34,66.2,68,90,10.29,CL,overcast clouds,0,0,1/5/2020 20:03
245,Iskateley,67.68,53.15,16.77,90,88,17.29,RU,overcast clouds,0,0,1/5/2020 20:03
246,Udachnyy,66.42,112.4,-16.6,82,67,2.24,RU,broken clouds,0,0,1/5/2020 20:03
247,Sattahip,12.67,100.9,73.4,83,0,4.7,TH,clear sky,0,0,1/5/2020 20:03
248,Lumphat,13.5,106.97,66.36,77,10,6.31,KH,clear sky,0,0,1/5/2020 20:03
249,Wajid,3.81,43.25,83.86,40,0,9.84,SO,clear sky,0,0,1/5/2020 20:03
250,Havelock,34.88,-76.9,55,37,1,14.99,US,clear sky,0,0,1/5/2020 20:03
251,Caramay,10.18,119.24,74.34,90,65,6.49,PH,broken clouds,0,0,1/5/2020 20:03
252,Abu Zabad,12.35,29.25,60.49,16,0,13.2,SD,clear sky,0,0,1/5/2020 20:03
253,Coldwater,41.94,-85,35.6,74,1,11.41,US,clear sky,0,0,1/5/2020 20:00
254,Vila,45.18,8.4,46,80,0,2.24,IT,clear sky,0,0,1/5/2020 20:03
255,Tessalit,20.2,1.01,57.83,19,0,9.95,ML,clear sky,0,0,1/5/2020 20:02
256,Faya,18.39,42.45,59,87,20,6.93,SA,few clouds,0,0,1/5/2020 20:03
257,Rawson,-43.3,-65.11,64.76,60,42,22.15,AR,scattered clouds,0,0,1/5/2020 20:03
258,Alice Springs,-23.7,133.88,66.2,77,40,6.93,AU,scattered clouds,0,0,1/5/2020 20:03
259,Sao Filipe,14.9,-24.5,70.7,67,32,16.08,CV,scattered clouds,0,0,1/5/2020 19:59
260,Nyurba,63.29,118.35,-5.06,99,95,2.13,RU,light snow,0,0.13,1/5/2020 20:03
261,Owase,34.07,136.2,28.85,87,11,6.06,JP,few clouds,0,0,1/5/2020 20:03
262,La Tuque,47.44,-72.79,13.55,87,74,7.18,CA,broken clouds,0,0,1/5/2020 20:03
263,Port-Gentil,-0.72,8.78,82.4,88,40,10.29,GA,scattered clouds,0,0,1/5/2020 20:03
264,Vila Franca Do Campo,37.72,-25.43,64.4,93,40,14.99,PT,scattered clouds,0,0,1/5/2020 19:59
265,Poya,-21.35,165.16,76.62,73,0,9.19,NC,clear sky,0,0,1/5/2020 20:03
266,Menongue,-14.66,17.68,63.59,92,92,3.4,AO,overcast clouds,0,0,1/5/2020 20:03
267,Kruisfontein,-34,24.73,65.17,83,100,5.23,ZA,light rain,0.19,0,1/5/2020 19:59
268,Tsevie,6.43,1.21,80.6,54,100,3.36,TG,haze,0,0,1/5/2020 20:03
269,Poli,8.48,13.24,73.26,23,0,4.38,CM,clear sky,0,0,1/5/2020 20:03
270,Cidreira,-30.17,-50.22,74.61,82,0,19.3,BR,clear sky,0,0,1/5/2020 20:03
271,Vao,59.1,26.19,27.45,61,100,8.25,EE,overcast clouds,0,0,1/5/2020 19:59
272,Lewiston,44.1,-70.21,33.8,63,90,13.87,US,overcast clouds,0,0,1/5/2020 20:03
273,Uvat,59.14,68.9,19.26,95,98,9.26,RU,overcast clouds,0,0,1/5/2020 20:03
274,Dire Dawa,9.59,41.86,61.21,68,0,3.94,ET,clear sky,0,0,1/5/2020 20:03
275,Vostok,46.45,135.83,-5.44,98,90,3.24,RU,overcast clouds,0,0,1/5/2020 20:03
276,Pangnirtung,66.15,-65.72,-31,43,40,9.17,CA,scattered clouds,0,0,1/5/2020 20:03
277,Flinders,-34.58,150.85,64.99,93,100,8.05,AU,light rain,0.38,0,1/5/2020 20:03
278,Ridgecrest,35.62,-117.67,57.99,50,1,8.05,US,clear sky,0,0,1/5/2020 20:03
279,Rocha,-34.48,-54.34,78.91,49,68,13.96,UY,broken clouds,0,0,1/5/2020 20:03
280,Ambulu,-8.35,113.61,80.87,82,100,10.11,ID,moderate rain,4.63,0,1/5/2020 20:03
281,Qaqortoq,60.72,-46.03,15.8,61,20,8.05,GL,few clouds,0,0,1/5/2020 20:03
282,Point Fortin,10.16,-61.68,86,51,40,9.17,TT,scattered clouds,0,0,1/5/2020 20:03
283,Richards Bay,-28.77,32.06,79.36,87,0,21.59,ZA,clear sky,0,0,1/5/2020 20:03
284,Necochea,-38.55,-58.74,70,83,92,8.01,AR,overcast clouds,0,0,1/5/2020 20:00
285,Bontang,0.12,117.47,75.11,89,100,3.22,ID,light rain,1.88,0,1/5/2020 19:59
286,Guerrero Negro,27.97,-114.04,72.99,23,0,7.16,MX,clear sky,0,0,1/5/2020 20:03
287,Ourem,39.64,-8.59,53.01,76,0,2.24,PT,clear sky,0,0,1/5/2020 20:03
288,Kaeo,-35.1,173.78,69.01,100,100,16.37,NZ,light rain,0.19,0,1/5/2020 20:03
289,Anadyr,64.73,177.51,-29.2,66,0,8.95,RU,clear sky,0,0,1/5/2020 20:03
290,Carutapera,-1.2,-46.02,81.72,80,100,16.42,BR,light rain,0.25,0,1/5/2020 20:03
291,Bandarbeyla,9.49,50.81,78.48,81,100,10.02,SO,overcast clouds,0,0,1/5/2020 19:58
292,Georgetown,6.8,-58.16,87.8,54,20,4.7,GY,few clouds,0,0,1/5/2020 20:03
293,Blackfoot,43.19,-112.35,26.01,79,90,6.93,US,light rain,0,0,1/5/2020 20:03
294,Pytalovo,57.06,27.92,27.84,79,63,4.68,RU,broken clouds,0,0,1/5/2020 20:03
295,Lagoa,37.14,-8.45,57,71,0,6.93,PT,clear sky,0,0,1/5/2020 20:03
296,Dingle,11,122.67,72.93,95,63,10.02,PH,light rain,2,0,1/5/2020 20:00
297,Mar Del Plata,-46.43,-67.52,69.57,33,100,6.33,AR,overcast clouds,0,0,1/5/2020 20:03
298,Murakami,38.29,139.58,41.68,64,100,18.05,JP,light rain,0.19,0,1/5/2020 20:03
299,Savannah Bight,16.45,-85.85,78.62,82,17,18.48,HN,light rain,2.38,0,1/5/2020 20:03
300,Sistranda,63.73,8.83,46.4,87,75,14.99,NO,broken clouds,0,0,1/5/2020 20:03
301,Blagodatnoye,51.57,35.54,30.2,86,90,4.47,RU,overcast clouds,0,0,1/5/2020 20:03
302,Salalah,17.01,54.1,77,73,40,2.24,OM,scattered clouds,0,0,1/5/2020 20:03
303,Alpena,45.06,-83.43,32,86,90,11.41,US,light rain,0,0,1/5/2020 20:03
304,Turukhansk,65.8,87.96,20.98,94,100,15.28,RU,light snow,0,0.31,1/5/2020 20:03
305,Linqing,36.85,115.71,34.92,94,100,8.14,CN,overcast clouds,0,0,1/5/2020 20:03
306,Ambon,47.55,-2.56,44.01,93,0,5.82,FR,clear sky,0,0,1/5/2020 20:00
307,Mackay,53.65,-115.58,23,53,75,10.78,CA,broken clouds,0,0,1/5/2020 20:03
308,Piacenza,45.05,9.69,46,89,9,2.24,IT,clear sky,0,0,1/5/2020 20:03
309,Kingisepp,59.38,28.61,27.59,72,98,5.7,RU,overcast clouds,0,0,1/5/2020 20:03
310,Yarada,17.65,83.27,75.2,83,75,3.36,IN,mist,0,0,1/5/2020 20:03
311,Lumeje,-11.56,20.78,68.79,88,100,2.95,AO,light rain,1.63,0,1/5/2020 20:03
312,Ayan,38.23,44.7,13.66,79,0,7.05,IR,clear sky,0,0,1/5/2020 20:03
313,Comodoro Rivadavia,-45.87,-67.48,71.6,28,40,18.34,AR,scattered clouds,0,0,1/5/2020 20:03
314,Butembo,0.12,29.29,62.62,92,97,3.62,CD,light rain,0.5,0,1/5/2020 20:03
315,Sorochinsk,52.43,53.15,28.04,97,98,6.76,RU,light snow,0,0.38,1/5/2020 20:03
316,Marsaxlokk,35.84,14.54,57.2,35,0,24.16,MT,clear sky,0,0,1/5/2020 20:03
317,Prado,3.75,-74.93,80.92,60,100,7.4,CO,overcast clouds,0,0,1/5/2020 20:03
318,Kolpashevo,58.31,82.9,11.88,96,87,6.93,RU,overcast clouds,0,0,1/5/2020 20:03
319,Nonantola,44.68,11.04,43,86,0,4.7,IT,clear sky,0,0,1/5/2020 20:03
320,Lady Frere,-31.7,27.23,62.31,89,90,9.51,ZA,overcast clouds,0,0,1/5/2020 20:01
321,Valle De Allende,26.94,-105.39,70.84,11,0,10.18,MX,clear sky,0,0,1/5/2020 20:03
322,Wellington,-41.29,174.78,68,48,45,6.93,NZ,light rain,0.25,0,1/5/2020 20:03
323,Saint-Joseph,43.56,6.97,52,93,0,6.93,FR,clear sky,0,0,1/5/2020 20:03
324,Lichuan,30.3,108.94,43.86,98,100,0.54,CN,light rain,0.69,0,1/5/2020 20:03
325,Opuwo,-18.06,13.84,68.99,70,97,8.95,NA,overcast clouds,0,0,1/5/2020 20:03
326,Meulaboh,4.14,96.13,80.4,81,0,6.78,ID,clear sky,0,0,1/5/2020 20:03
327,Montepuez,-13.13,39,72.97,90,100,2.42,MZ,light rain,1.63,0,1/5/2020 20:03
328,Mount Gambier,-37.83,140.78,48.2,87,9,4.7,AU,clear sky,0,0,1/5/2020 19:59
329,Rocky Mountain House,52.38,-114.92,28.56,80,0,6.4,CA,clear sky,0,0,1/5/2020 20:00
330,Eirunepe,-6.66,-69.87,91.47,49,45,4.63,BR,scattered clouds,0,0,1/5/2020 20:03
331,Broken Hill,-31.97,141.45,57.2,76,100,14.99,AU,overcast clouds,0,0,1/5/2020 20:03
332,Vardo,39.62,-77.74,39.2,51,90,13.87,US,overcast clouds,0,0,1/5/2020 20:03
333,Havre-Saint-Pierre,50.23,-63.6,19.4,62,75,17.22,CA,broken clouds,0,0,1/5/2020 20:03
334,Dali,34.79,109.94,35.96,88,100,7.36,CN,overcast clouds,0,0,1/5/2020 20:03
335,Taga,-8.61,120.44,68.59,95,100,2.26,ID,overcast clouds,0,0,1/5/2020 20:03
336,Srednekolymsk,67.46,153.71,-9.17,78,10,1.77,RU,clear sky,0,0,1/5/2020 20:03
337,Peniche,39.36,-9.38,52,81,0,2.24,PT,clear sky,0,0,1/5/2020 20:03
338,Palauig,15.44,119.9,71.06,69,98,6.46,PH,overcast clouds,0,0,1/5/2020 20:03
339,Beyneu,45.32,55.19,27.82,75,76,4.76,KZ,broken clouds,0,0,1/5/2020 20:00
340,Gigmoto,13.78,124.39,80.2,79,100,24.92,PH,light rain,0.94,0,1/5/2020 20:03
341,Kuytun,54.34,101.51,6.55,92,81,4.7,RU,broken clouds,0,0,1/5/2020 20:00
